SMILES,H_count,C_count,N_count,O_count,F_count
CC(C#N)C(C#C)C#C,7,8,1,0,0
O=CN1CC1CCC#N,8,6,2,1,0
CCC(C)C(=O)NC=O,11,6,1,2,0
CCCNC1COC1=O,11,6,1,2,0
OC12C=CCC1OC2=O,6,6,0,3,0
CC1=CN=C2NN=CN12,6,5,4,0,0
OC12CC(C1)(C2)OC=O,8,6,0,3,0
CC(O)C1(O)CN(C)C1,13,6,1,2,0
CC12OC(=O)N3CC1C23,7,6,1,2,0
CC1CC2CC2OCO1,12,7,0,2,0
CCNC(=O)C(O)CO,11,5,1,3,0
COCCCCNC=O,13,6,1,2,0
COC1C2NC1C2=NO,8,5,2,2,0
CCC1=C(C)NC(O)=C1,11,7,1,1,0
C1NC1C1=CC2NC2C1,10,7,2,0,0
NC1=CC=C(F)C=C1O,6,6,1,1,1
CCC1C(C#C)C1(C)C,14,9,0,0,0
O=CC1C(C=O)N1C=O,5,5,1,3,0
COC(=O)CNC1CC1,11,6,1,2,0
O=C1CCCC2NC2C1,11,7,1,1,0
CC12CN3C(C1)C(=O)C23,9,7,1,1,0
N=C1NC(C=O)=NC=C1,5,5,3,1,0
CC12COC11CC2C=C1,10,8,0,1,0
CC1CC1(O)C(=O)CO,10,6,0,3,0
CC1C2CCC1(C)CC2,16,9,0,0,0
OCCN1CCCC1=O,11,6,1,2,0
O=CC1C=CC2CCN12,9,7,1,1,0
COC(CC=O)C(N)=O,9,5,1,3,0
CC1C(C)(C)OC1(C)C,16,8,0,1,0
COCC(O)C(=N)OC,11,5,1,3,0
CC12CC(CO)CC1O2,12,7,0,2,0
O=CNCC12CC1OC2,9,6,1,2,0
O=C1OCC2=C1N=CN2,4,5,2,2,0
COCC1C2CC1OC2,12,7,0,2,0
CC(C)C(CCO)C=O,14,7,0,2,0
OCC1(CN1C=N)C#N,7,5,3,1,0
CCC1=C(N=CO1)C#N,6,6,2,1,0
CC1C(C#N)C11COC1,9,7,1,1,0
O=CC1=CCOCOC1,8,6,0,3,0
N#CCCC1CCCC1,13,8,1,0,0
OC1C=CCCOC1=N,9,6,1,2,0
COC(=O)N(C)C(C)=O,9,5,1,3,0
CCC(CC)C#CCO,14,8,0,1,0
CC1CCC=CC2NC12,13,8,1,0,0
OC(C#C)C1CN2CC12,9,7,1,1,0
COC(=O)C1C2COC12,8,6,0,3,0
CCCC12CC(O)C1N2,13,7,1,1,0
CC1(C)C2CCC2C1=O,12,8,0,1,0
O=C1CC2CC1N=CO2,7,6,1,2,0
CCC(=O)NCC(N)=O,10,5,2,2,0
N#CC12C3C4C1CC2N34,6,7,2,0,0
CC1CC2NC2(C)C=C1,13,8,1,0,0
CCC1CC(C)(C)C=C1,16,9,0,0,0
COC12CC(CC1)C2C,14,8,0,1,0
OCCC(O)C(O)CO,12,5,0,4,0
C1OC1C1C2C3OC1C23,8,7,0,2,0
O=C1CCC(N1)C1CN1,10,6,2,1,0
CC12OC(CC=C1)C2=O,8,7,0,2,0
COC(C)C1=NOC=C1,9,6,1,2,0
CN1C2CC1C(=O)C=C2,9,7,1,1,0
CCC1C2C(O)C2C1O,12,7,0,2,0
CC(C)C1=CC=NN1C,12,7,2,0,0
CCOC=NCC(C)O,13,6,1,2,0
COC=NC(C#C)C#C,7,7,1,1,0
CC(O)C1=CNC=C1O,9,6,1,2,0
CC1C2C3CC4C3C1N24,11,8,1,0,0
CNC1=NON=CC1=O,5,4,3,2,0
O=CC1C2OCCOC12,8,6,0,3,0
CCC1CC2(CC12)OC,14,8,0,1,0
OCCCCC(=O)C#C,10,7,0,2,0
CN1C=CC=C1OC=O,7,6,1,2,0
CCC(C)(C)C(C)CO,18,8,0,1,0
CC1N2C3C2(C)CC13C,13,8,1,0,0
C1COC2=CN=NN2C1,7,5,3,1,0
OC12CC1CC=C2C#N,7,7,1,1,0
C[NH2+]CC[N-]C(=O)C#N,9,5,3,1,0
CCOCC1NC1CC,15,7,1,1,0
COC1C2C3CC3C12O,10,7,0,2,0
OCC12C3C4C3C1OC24,8,7,0,2,0
CN1N=C(O)C(C)=C1N,9,5,3,1,0
CC1C(=O)C2OC12CO,8,6,0,3,0
OC1(CC1(O)C#N)C#C,5,6,1,2,0
CC1C(=NO)C2CC12C,11,7,1,1,0
COC1C(C)C1(O)C=O,10,6,0,3,0
CN1C(CC1C#C)C=O,9,7,1,1,0
NC(=O)N1N=CC(N)=N1,5,3,5,1,0
O=C1NCC2CC3C2N13,8,6,2,1,0
CC1(C)CC11CC2NC12,13,8,1,0,0
CC(OC(N)=O)C(N)=O,8,4,2,3,0
CN1N=NC(N)=CC1=N,7,4,5,0,0
OC1(CC1)C1OCC1=O,8,6,0,3,0
CC(C)C1(O)COC1=N,11,6,1,2,0
CC12NC3C1NC2C3O,10,6,2,1,0
OCC12NC1COC2=O,7,5,1,3,0
CC(O)CC1COC1=O,10,6,0,3,0
OC1C2NC(CC#N)C12,8,6,2,1,0
CN(CC(O)C=O)C=O,9,5,1,3,0
CCCCC#CC(C)=O,12,8,0,1,0
OC1C2OC(=N)C=CC12,7,6,1,2,0
OC12C3CC1C3CC2=O,8,7,0,2,0
CCC12CC1C(=O)C2O,10,7,0,2,0
O=C(C#C)C#CCC#N,3,7,1,1,0
OCC1CC=CC(=O)C1,10,7,0,2,0
CCC1=C(CCC1)C=O,12,8,0,1,0
O=CC12NC1CC1CC21,9,7,1,1,0
CN1N=C(N)N=C1C#N,5,4,5,0,0
COC1C=CC(C)C1=O,10,7,0,2,0
NC1=C(O)C(=N)ON=N1,4,3,4,2,0
OCCC(C=O)C1CN1,11,6,1,2,0
CC12C3CCC1C(=O)C23,10,8,0,1,0
OCC1C2OC1C2=NO,7,5,1,3,0
CC1OC2CN3CC3C12,11,7,1,1,0
CC1CC(C)C2(C)CC12,16,9,0,0,0
CC(C)(O)C(C)(C)C=O,14,7,0,2,0
CN(C1COC1)C(N)=O,10,5,2,2,0
CC(O)C1CC2(C)OC12,12,7,0,2,0
CC1CC11CC(C1)C#C,12,9,0,0,0
OC1=NNN=C1N1CC1,6,4,4,1,0
C1CC2C3CCC2C1C3,14,9,0,0,0
OC12CN3C1C2C3C#C,7,7,1,1,0
CCNC1=CN(C)C=C1,12,7,2,0,0
C#CC1=CC2CC2OC1,8,8,0,1,0
C#CC1(C#C)C2CN1C2,7,8,1,0,0
CN1C2CC2(O)CC1=O,9,6,1,2,0
CCCC1C2CCC12C,16,9,0,0,0
O=C1C=CNCC11CO1,7,6,1,2,0
CC12OCC1CC21CN1,11,7,1,1,0
N=C1OCOC(=O)C=C1,5,5,1,3,0
CC1CC(=O)C=CC1C,12,8,0,1,0
CC12CC1C1CC1C=C2,12,9,0,0,0
O=CN1CC2OC2C=C1,7,6,1,2,0
O=C1NCC2(CCC2)N1,10,6,2,1,0
OC1=NC=C(F)C(F)=N1,2,4,2,1,2
CC12OC1C1(C)CC2O1,10,7,0,2,0
CC1OC23CC(C2)CC13,12,8,0,1,0
C1C2C=CCC3OC2C13,10,8,0,1,0
C1CC1N=C1OCC=C1,9,7,1,1,0
COCCC(O)CC#N,11,6,1,2,0
CC1CC(C#C)C2CC12,12,9,0,0,0
C#CC12NC3CC1OC23,7,7,1,1,0
OC12COC1C2C1CO1,8,6,0,3,0
OCCC1CN1CC#N,10,6,2,1,0
CC1C[C-]2[NH+]1C=CC2=O,9,7,1,1,0
CC1CC2(OC12)C1CO1,10,7,0,2,0
N1C=NC=C2C=CN=C12,5,6,3,0,0
O=C1CC2NC2C11CO1,7,6,1,2,0
CCC(CCOC)C#C,14,8,0,1,0
CC1OC(N)=NC1C#C,8,6,2,1,0
CN(C)CC1(CO1)C#N,10,6,2,1,0
N=C1CC2(CC2O1)C#C,7,7,1,1,0
NC1=C(O)N=CC(=N)N1,6,4,4,1,0
COC1CCOC2CC12,12,7,0,2,0
CC12OCC1C2C1CO1,10,7,0,2,0
CNC(=O)C(C)(C)CO,13,6,1,2,0
CC1(CC=O)C2CCN12,11,7,1,1,0
C1C=CC2CCCC=C12,12,9,0,0,0
CC1OC(=N)OC1CO,9,5,1,3,0
CC1CC(C=O)=CCO1,10,7,0,2,0
CC1=CC2(NC2C1)C#N,8,7,2,0,0
OCC1CC(CC#C)C1,12,8,0,1,0
CCC1=NC(O)=C(C)O1,9,6,1,2,0
C1N2C=NCC3OCC123,8,6,2,1,0
CN=C1NN=NC(O)=N1,5,3,5,1,0
N#CC12CCOC1CN2,8,6,2,1,0
CCOC1(C)CC2OC12,12,7,0,2,0
N1C2C1C1C3C4C3N1C24,8,7,2,0,0
COC(C)C(C)C(C)C,18,8,0,1,0
OC1COCC(=O)C1=O,6,5,0,4,0
CC(OC(=N)C=O)C#C,7,6,1,2,0
O=CC1CC1CCC#N,9,7,1,1,0
O=C1CCCC1N1CC1,11,7,1,1,0
CCC12C3OC(C13)C2O,10,7,0,2,0
NC12CN3C1C2OC3=N,7,5,3,1,0
CC1CC11COCC1O,12,7,0,2,0
O=C1OCOC1CC#C,6,6,0,3,0
COC1CC1C(O)C=O,10,6,0,3,0
C1CC(O1)C1=NON=N1,5,4,3,2,0
CCC1=CN=C(NC)O1,10,6,2,1,0
NC(C#N)C(O)C1CC1,10,6,2,1,0
CC1OC1(CO)C1CO1,10,6,0,3,0
CCC12CC1CC1CC21,14,9,0,0,0
O1C=CN=C2C=CN=C12,4,6,2,1,0
CC1(CCCOC1)C#C,12,8,0,1,0
C12CC34CC(O3)C4(C1)C2,10,8,0,1,0
CC1(COC(N)=O)CO1,9,5,1,3,0
N=C1OC2CC1(C2)C#C,7,7,1,1,0
CC(O)(CCC#C)C#N,9,7,1,1,0
CCC#CCC(C)(C)C,16,9,0,0,0
NC1=C(N)C(F)=NC=C1,6,5,3,0,1
N=C1OC2C=CCCC12,9,7,1,1,0
CC12CC3(O)C1N2C3=O,7,6,1,2,0
CC12OC1CCC2=NO,9,6,1,2,0
CCOC(CC)C(C)=O,14,7,0,2,0
CC1OC1CC(F)(F)F,7,5,0,1,3
COC(=O)C(O)C(C)O,10,5,0,4,0
CC(=O)NC1(CC1)C#C,9,7,1,1,0
O=C1CC(C#N)C1C#C,5,7,1,1,0
NC(=O)C1NC=CC1=O,6,5,2,2,0
O=C1CC2CC=CC2O1,8,7,0,2,0
C1C2OCC3(CCO3)C12,10,7,0,2,0
OC12CN3CC1OCC23,9,6,1,2,0
CC1C2C(O)C2C11CN1,11,7,1,1,0
CC12OC1C1(CO1)C2O,8,6,0,3,0
CC1CC2COCC2O1,12,7,0,2,0
CCC12NC1C(=O)C=C2,9,7,1,1,0
NC1=NC(N)=[NH+][N-]C1=N,6,3,6,0,0
CC12CNC1=NCCO2,10,6,2,1,0
ON=C1C2NC3C2OC13,6,5,2,2,0
FC1=CNC(=N)NC1=O,4,4,3,1,1
CC12C3OCC1C(O)C23,10,7,0,2,0
OCC12COC1C(=N)N2,8,5,2,2,0
COC(C)C(C)CCO,16,7,0,2,0
CC1NC(=O)CC2OC12,9,6,1,2,0
CNC(C)(C)C(F)(F)F,10,5,1,0,3
CC12C3C1C1C3C(O)C21,10,8,0,1,0
N#CCCCC1COC1,11,7,1,1,0
OCC1(COC1)C1CC1,12,7,0,2,0
CCC12CC3OC1(C)C23,12,8,0,1,0
OCC1=CC(=CO1)C#N,5,6,1,2,0
O=COC1CNC1C=O,7,5,1,3,0
OCC#CC1CC(=O)O1,6,6,0,3,0
OC1C2CNC12CC#N,8,6,2,1,0
CNC1C(C)OC1=NC,12,6,2,1,0
N=CN(C=O)C(=O)C=O,4,4,2,3,0
CC1(C)OCC2C(O)C12,12,7,0,2,0
NC1=NC=CC=C1C=O,6,6,2,1,0
CC12OC(C1C#C)C2=O,6,7,0,2,0
NC1(C#N)C2NC2C1O,7,5,3,1,0
CC12CCC3N1C2C3=O,9,7,1,1,0
C1C2OCCC3COC123,10,7,0,2,0
O=C(OCC1CO1)C#C,6,6,0,3,0
OC1=NC2=C(N1)N=CN2,4,4,4,1,0
CC12CCC1NC(=O)O2,9,6,1,2,0
CC1(C)OCOC1(C)C,14,7,0,2,0
CCC1OCC=CC=C1,12,8,0,1,0
OC1CC(=O)C11CCO1,8,6,0,3,0
OCC1=CCCCC1=O,10,7,0,2,0
OC1C2C3C1C(=O)C23O,6,6,0,3,0
CNC1=CN=CC(C)=C1,10,7,2,0,0
OC1CC(=O)OC1C#N,5,5,1,3,0
CC1(C)OC2CC1C2O,12,7,0,2,0
CCC1NC(=O)N2CC12,10,6,2,1,0
CC1=C(N)OC=NC1=O,6,5,2,2,0
OCC(O)C(=N)NC=O,8,4,2,3,0
O=C1CC23CCC2C1C3,10,8,0,1,0
O=CNC12CC3C1N3C2,8,6,2,1,0
C1C2CCC3COC2C13,12,8,0,1,0
CCCC1(C)CC(O)C1,16,8,0,1,0
CC1CC(C1)C(O)CO,14,7,0,2,0
CC(C)C1CC(=O)N1C,13,7,1,1,0
CN=CNC(=NC)C#N,8,5,4,0,0
COC1CC2C1NC2=O,9,6,1,2,0
CC(C)C1NC1CC#N,12,7,2,0,0
O=C1CC2C3CN3C2C1,9,7,1,1,0
OCC1COC2COC12,10,6,0,3,0
O=CC(=O)CNCC#C,7,6,1,2,0
CC1CC(C)(C=O)C=C1,12,8,0,1,0
CCC1C2C3N1C2C3=O,9,7,1,1,0
CC1CC(O)CC(C)=C1,14,8,0,1,0
CC(C)C1C2N1CC2=O,11,7,1,1,0
COC12CC1N(C)C2=O,9,6,1,2,0
NC(=[NH2+])NCCC([O-])=O,9,4,3,2,0
CC12OC(C1O)C2C#C,8,7,0,2,0
CC(C)(CC(N)=O)C=O,11,6,1,2,0
N#CC12NC1C1CCC21,8,7,2,0,0
C1OC2C1C1OCOC21,8,6,0,3,0
O=CCC12CC1C1NC21,9,7,1,1,0
CC1(CC1)C#CCC#N,9,8,1,0,0
CC1(CN1)C#CCCO,11,7,1,1,0
CCN(C=O)C(=O)C#C,7,6,1,2,0
CC1C2C(C)C1C2C#C,12,9,0,0,0
N#CCOC1CN2CC12,8,6,2,1,0
C1C2OC1C21CCC=C1,10,8,0,1,0
N#CCOC1=NNN=N1,3,3,5,1,0
C#CCC12CN3C1CC23,9,8,1,0,0
CC1CC1C1(CO1)C=O,10,7,0,2,0
CC1OC2(CC12)C(N)=O,9,6,1,2,0
CC1C(O)C2(CN12)C#N,8,6,2,1,0
C#CC1COCC1C#C,8,8,0,1,0
O1C=CC2=NC=CC2=C1,5,7,1,1,0
CCNC(=O)CCC#C,11,7,1,1,0
C#CC1(OCCO1)C#C,6,7,0,2,0
OC1C2C3C4CC1C4N23,9,7,1,1,0
O=CC1CC11OCC1=O,6,6,0,3,0
CCCC1(NC1C)C=O,13,7,1,1,0
CN1N=NC(C)=CC1=N,8,5,4,0,0
CC(CCC#N)OC=N,10,6,2,1,0
CN1C=NC2=C1OC=N2,5,5,3,1,0
CC1=CN=C(F)N=C1F,4,5,2,0,2
CNC1C(=O)C=CC1=O,7,6,1,2,0
O=COC1CNC1C#N,6,5,2,2,0
CNC1=CC=C(OC)O1,9,6,1,2,0
CC1OC1C1OC1C#N,7,6,1,2,0
CC12CC3CC(=O)C1N23,9,7,1,1,0
C1C2C3COC(C3)CN12,11,7,1,1,0
OC1=C(NC=O)NN=N1,4,3,4,2,0
CCC12CN1C1C(O)C21,11,7,1,1,0
CC1=CC2C(C1)C2C#N,9,8,1,0,0
C1OC2CC3COCC123,10,7,0,2,0
CC12CC1C(O)(CO)C2,12,7,0,2,0
C(C1CO1)C1CC2OC12,10,7,0,2,0
CC1CCCCN=CO1,13,7,1,1,0
OCC1=CCOCC1O,10,6,0,3,0
CC(O)C12CCC1N2C,13,7,1,1,0
O=C1OC=C2C=CCN12,5,6,1,2,0
CC(=O)CCCCCO,14,7,0,2,0
OC1CCC2=C1NC=N2,8,6,2,1,0
OCC(=O)C1=CCCC1,10,7,0,2,0
CCC(=O)N1CC=CC1,11,7,1,1,0
CC1(CCC1=O)C(N)=O,9,6,1,2,0
CCC1=CC(CO)CC1,14,8,0,1,0
CC1OC11CCOC1=O,8,6,0,3,0
CC1OCCCCC1O,14,7,0,2,0
COC1=C(O)NN=C1N,7,4,3,2,0
CC1C(C#C)C1C(N)=O,9,7,1,1,0
C1N=COC2=C1ON=N2,3,4,3,2,0
NC1=C(O)C=COC1=N,6,5,2,2,0
C1OC1C12CC(C1)OC2,10,7,0,2,0
CC1(O)CCC=CC1O,12,7,0,2,0
CCC1=CC=C(OC)O1,10,7,0,2,0
CCCC12CC(C1)C2O,14,8,0,1,0
CC#CC1=NOC(C)=C1,7,7,1,1,0
NC1=NOC(CCO)=N1,7,4,3,2,0
O=C1CNC2=CN=NN12,4,4,4,1,0
OCC12CC3C(CO1)C23,10,7,0,2,0
CCC(C)(OC=N)C#N,10,6,2,1,0
OC1C2OCC2C11CO1,8,6,0,3,0
OC1C2CNC(=O)NC12,8,5,2,2,0
CCC(CO)C1CC1O,14,7,0,2,0
C1CC(C1)C1=CCOC1,12,8,0,1,0
O=C1NC23CCC2OC13,7,6,1,2,0
CN1CCC(N)(C1)C#N,11,6,3,0,0
COC1=NC=C(O1)C#C,5,6,1,2,0
CC(=O)NC1=CNC=C1,8,6,2,1,0
O=C1NC=C(N1)C1CC1,8,6,2,1,0
OC12CC1C(C=O)=CC2,8,7,0,2,0
O=C1CNC(=NC1)C#C,6,6,2,1,0
CC(C)C(=N)NC(N)=O,11,5,3,1,0
CC12OC3=NCC1C23O,7,6,1,2,0
CCOCCC#CC=O,10,7,0,2,0
CC1C(CO)CC1=NO,11,6,1,2,0
CC1CC1C1OC2CC12,12,8,0,1,0
CC1NC11C2C3OC1C23,9,7,1,1,0
OC12CCC3C(C=C1)C23,10,8,0,1,0
CC12CC3C(C1)C23CO,12,8,0,1,0
OC1C2C3CC1(C=O)C23,8,7,0,2,0
COC1CC(=O)C1(C)C,12,7,0,2,0
C#CC1=C(OC=N1)C#N,2,6,2,1,0
CC12NC1COCC2=O,9,6,1,2,0
ON=C1COC(C1)C#C,7,6,1,2,0
CN1CC2(OCC12)C#C,9,7,1,1,0
CNC(=O)C(C)CC=O,11,6,1,2,0
CC1CC2CC1C2C=O,12,8,0,1,0
CC1C2C3C2C2(C)C3C12,12,9,0,0,0
CC1OC(=O)C(C)C1=O,8,6,0,3,0
[NH3+]CC1=NNC(O)=C1[O-],7,4,3,2,0
O=CN1C2CN3CC1C23,8,6,2,1,0
OC1C2CC(O2)C11CN1,9,6,1,2,0
CC1C(=O)C2OCC12O,8,6,0,3,0
CN1N=C(O)C(=N1)C#C,5,5,3,1,0
CNC1=[NH+]C(=N)N=C[N-]1,7,4,5,0,0
O=CC1OCCNC1=O,7,5,1,3,0
C#CCOC1=NOC=N1,4,5,2,2,0
CCC1=CC=NC(F)=N1,7,6,2,0,1
NC1=NC2C3CC3C2O1,8,6,2,1,0
N#CC1=NN2CCC2=C1,5,6,3,0,0
CC(O)C(=N)OCC#N,8,5,2,2,0
OC12CC1N(CC#N)C2,8,6,2,1,0
C#CC12NC1CC21CO1,7,7,1,1,0
CCCNC(=O)N(C)C,14,6,2,1,0
CC#CC1(CC1)C(C)=O,10,8,0,1,0
CN=C(OCC=O)C=O,7,5,1,3,0
CC1=C(C)C=C(CO)N1,11,7,1,1,0
OC12C3OC1C(C=O)C23,6,6,0,3,0
CC(=O)C1N2CCC12C,11,7,1,1,0
C#CC12COC3C1OC23,6,7,0,2,0
CCC(C)CCCCO,18,8,0,1,0
C#CCC1C=CC2CC12,10,9,0,0,0
CN1C=C(NC=O)N=N1,6,4,4,1,0
CC12OC1C1(NC21)C#C,7,7,1,1,0
NC1C2C(=N)OC12C#N,5,5,3,1,0
CC1CC2OCC12C#C,10,8,0,1,0
NC1=CC(=O)C(=O)C1O,5,5,1,3,0
OC1CCOC(=N)C1=O,7,5,1,3,0
OC12C3CC1C3C21CO1,8,7,0,2,0
COC12C3C4N3C1C24O,7,6,1,2,0
CC1=CON=C(O)C1=O,5,5,1,3,0
OC1C2C3C4CC2C1C34,10,8,0,1,0
CC12C3CN=C(C1O)N23,8,6,2,1,0
NC(=O)C(O)CCC#N,8,5,2,2,0
O=CCOC1CC2OC12,8,6,0,3,0
OC12CC(CC=C1)C2=O,8,7,0,2,0
OC(C#C)C(O)C1CO1,8,6,0,3,0
CC1=CC23CCC2C1C3,12,9,0,0,0
OCCC(=O)NCC#C,9,6,1,2,0
OCCOC1C2CC1C2,12,7,0,2,0
CC1CCNC(=O)CO1,11,6,1,2,0
CC[NH2+]C(CO)C([O-])=O,11,5,1,3,0
NC1=CNC(CCO)=C1,10,6,2,1,0
CC12C3C4C5C3C1N5C24,9,8,1,0,0
OC1CC(C1)C(=O)C#C,8,7,0,2,0
COCCCCC#CC,14,8,0,1,0
CC1(CNC1=O)C1CC1,11,7,1,1,0
O=CC(=O)N1CC(=O)C1,5,5,1,3,0
CC1=NOC(N)=CC1=N,7,5,3,1,0
COC12CC(OC1)C2O,10,6,0,3,0
C1C=CCC2OC2C=C1,10,8,0,1,0
COC(=O)C(O)C(C)=O,8,5,0,4,0
CCCC12CC1(C)CC2,16,9,0,0,0
NCC([NH3+])C(O)C([O-])=O,10,4,2,3,0
C1OC1C1OCCC=C1,10,7,0,2,0
COC1(C)C2NC1C2=O,9,6,1,2,0
[O-]C(=O)CC1CC[NH2+]C1,11,6,1,2,0
CCCC1CC(C1)C#N,13,8,1,0,0
O=CC1(CC2CC2)CN1,11,7,1,1,0
CNC(=O)C1OCC1=O,7,5,1,3,0
OC1CC2(CN2)CC1=O,9,6,1,2,0
CC1=C(F)C=NOC1=N,5,5,2,1,1
N=C1OC2C3CCC12N3,8,6,2,1,0
CC1(N)C(OC1=N)C#C,8,6,2,1,0
N#CC1OC2C3CC3C12,7,7,1,1,0
C1OC11C2C3C2C2C3C12,8,8,0,1,0
CC1CC11CC(O)C1C,14,8,0,1,0
OC12C3C1C1C3CC=C21,8,8,0,1,0
CC12COC1(C)C(=N)O2,9,6,1,2,0
OC1COC11C2CC1C2,10,7,0,2,0
C1CC2COCC1C=C2,12,8,0,1,0
CC1CCCOCCO1,14,7,0,2,0
O=CN1C=CCCC=C1,9,7,1,1,0
O=C1OC2C(C12)N1CC1,7,6,1,2,0
CN=C1OC(=O)OC=C1,5,5,1,3,0
OC1CCC2(CN2)C=C1,11,7,1,1,0
CC(=O)C1CN1CC#N,8,6,2,1,0
OC1=NC2=C(CCC2)O1,7,6,1,2,0
CC1=C(C=CO1)C1CO1,8,7,0,2,0
CC(C)C1CCC1(C)O,16,8,0,1,0
OC1C2C3NC3(C=O)C12,7,6,1,2,0
OCC1C2CCC(O)C12,12,7,0,2,0
OCCN1N=COC1=N,7,4,3,2,0
CC1CC1C(=O)C(N)=N,10,6,2,1,0
CC(C)([NH3+])C#CC([O-])=O,9,6,1,2,0
O=CC(=O)COC1CC1,8,6,0,3,0
CN1CC1C1(CN1)C#C,10,7,2,0,0
CC1N2CCOCC12C,13,7,1,1,0
N#CCC1=CCC2NC12,8,7,2,0,0
OCC12CC(C1)(O2)C=O,8,6,0,3,0
CN=C1OCC1OC=O,7,5,1,3,0
CC12CC1C1CC2(O)C1,12,8,0,1,0
O=CC1(CC2OC12)C#N,5,6,1,2,0
CC1(O)CC1C(F)(F)F,7,5,0,1,3
CC1C2C1C1(C)NC21C,13,8,1,0,0
CC1OCC1C(C)(C)O,14,7,0,2,0
O=C1N=CN=C2CCN12,5,5,3,1,0
CC1C[NH2+]C1(C)C([O-])=O,11,6,1,2,0
C1C2CC11C=CCC1O2,10,8,0,1,0
CNC(=O)C1OC2CC12,9,6,1,2,0
OC1C(CC1=O)C1CO1,8,6,0,3,0
OCC1=CNC(=O)NC1,8,5,2,2,0
CC1=CC=NC=CC1=O,7,7,1,1,0
O=CCCCC(=O)C#C,8,7,0,2,0
O=C1CC2NC12C1CC1,9,7,1,1,0
COCC1C(O)C1(C)C,14,7,0,2,0
OCC1(CC2CN12)C#C,9,7,1,1,0
CC(C#C)C(=O)C(N)=O,7,6,1,2,0
CC1OC1C1(C)CCO1,12,7,0,2,0
CC1CC2(NC12)C(N)=O,10,6,2,1,0
O=C1CC23CC4C2CC134,8,8,0,1,0
N=C1COCC(O1)C#N,6,5,2,2,0
CC(CO)(C#N)C(N)=O,8,5,2,2,0
C1NC1C1NC1C1CN1,11,6,3,0,0
CC1(COC(=N)O1)C#C,7,6,1,2,0
O=C1C2C3C1NC23C#N,4,6,2,1,0
OC12COC1CC2C=O,8,6,0,3,0
OCC1(O)C2CC1C2=O,8,6,0,3,0
CC1=NNC(OC=O)=C1,6,5,2,2,0
CC1(CC(N1)C#N)C#C,8,7,2,0,0
OC1CC2(C1)C1CCC21,12,8,0,1,0
CC1=C(F)N=CC(=O)O1,4,5,1,2,1
N=C1C=NN(C=O)N=C1,4,4,4,1,0
CC1=CCC(CC1)C#N,11,8,1,0,0
CC12OC1C1OCC2O1,8,6,0,3,0
OC1C=CCCNC1=O,9,6,1,2,0
COC1C2CCC1CC2,14,8,0,1,0
OC1CC(NC=O)C1O,9,5,1,3,0
CC1OC(C)(C)OC1=O,10,6,0,3,0
CCC(C)NC(=O)OC,13,6,1,2,0
OCC12CC1OC1CC21,10,7,0,2,0
O=C1C=C(C#N)C2OC12,3,6,1,2,0
CCC(C)OC(=O)CO,12,6,0,3,0
O=C1C2C3CN1C23C#C,5,7,1,1,0
CC#CCNC(=O)C=O,7,6,1,2,0
C1NC11CC2CCC2=C1,11,8,1,0,0
CC1OCCC(=C1)C#C,10,8,0,1,0
OC1CC11CC2OC2C1,10,7,0,2,0
CC1(COC=N1)C1CN1,10,6,2,1,0
CC1(CC(=O)C#C)CC1,10,8,0,1,0
CN=C1C=CNC(O)=N1,7,5,3,1,0
CC1(O)CC2C1C1CN21,11,7,1,1,0
OC12CC3C4C3C1(O)C24,8,7,0,2,0
OCC1=COC(=N)C=N1,6,5,2,2,0
O=CC1(COC1)C1CO1,8,6,0,3,0
CC1CCC(C)=CC1C,16,9,0,0,0
CCCCC(CC)C=O,16,8,0,1,0
CCC12CC3C1C3(C)O2,12,8,0,1,0
NC1=CC(=N)OC=C1O,6,5,2,2,0
CCC1=C(N)COC1=O,9,6,1,2,0
CC(C)(C)C1=NC=NO1,10,6,2,1,0
CC1(C#N)N2CC2C1=O,6,6,2,1,0
CC1OC(=N)C2(CC2)O1,9,6,1,2,0
COC1(C)CC2OC12C,12,7,0,2,0
OCC1CC(O)C1C#N,9,6,1,2,0
OCC12NCC1OC2=N,8,5,2,2,0
CCC1(C)CC2(CC2)O1,14,8,0,1,0
O=C1CCC(CC#N)N1,8,6,2,1,0
NC1=CNC(=N1)C1CC1,9,6,3,0,0
C1OCC2=NON=C2O1,4,4,2,3,0
CC12CC3C1OCCN23,11,7,1,1,0
CC1CC23CC(C12)C3=O,10,8,0,1,0
CN=C1OC2CCCC12,11,7,1,1,0
CC1=CCC(C1)N1CC1,13,8,1,0,0
N=C1N2C3CC(C23)C1=O,6,6,2,1,0
COC=NC12CC(C1)C2,11,7,1,1,0
COC1CN=C2OCC12,9,6,1,2,0
CCCC(O)C(O)C#C,12,7,0,2,0
CCCC(=O)CC(C)=O,12,7,0,2,0
CCOC1CCC1CO,14,7,0,2,0
N#CC12CC=CCC1O2,7,7,1,1,0
CCC#CCNCC=O,11,7,1,1,0
ON=C1CC(=O)CC=C1,7,6,1,2,0
C#CC12CC1COCO2,8,7,0,2,0
CC1=NC=C(O1)N1CC1,8,6,2,1,0
CC1=CCCCC2OC12,12,8,0,1,0
O=CC12CC3C4C3N1C24,7,7,1,1,0
CC(CC#C)C1(C)CO1,12,8,0,1,0
CC1OC1C1OCCO1,10,6,0,3,0
O=CCC12CC1OC=N2,7,6,1,2,0
COC1(CC1CO)C#N,9,6,1,2,0
